47	1996
1187	1306
828	1934
1952	2092
2225	166
286	1114
1373	1366
1061	1288
633	1273
934	1483
1858	1979
2005	511
2230	1695
1365	1412
389	1444
1194	408
1037	1085
1937	1109
669	398
949	2313
461	2352
813	271
773	1124
1190	761
1375	1286
1269	1374
1569	1331
1801	2044
1219	1390
732	1905
1656	563
1974	878
2004	392
1647	140
1407	1919
2377	1372
2236	1986
957	1668
987	2185
185	1492
1203	2187
1919	1595
1698	2000
1409	1854
1881	114
374	723
40	1246
2328	348
576	441
1705	666
2078	441
625	907
2013	2178
2105	2074
1430	1430
2095	932
559	617
802	2320
670	2424
2340	2105
277	1888
2245	617
863	2099
2315	795
1674	112
1307	1995
618	1485
1911	1066
834	2410
899	843
1055	496
428	826
899	1002
791	2163
688	466
1062	2232
1939	1801
1656	1952
2073	1028
28	322
903	360
1585	1794
1084	1738
1087	356
653	2269
165	1459
1645	2074
1337	1758
1670	77
1012	1707
2383	1539
1239	2325
238	1035
796	2397
2336	958
1771	1937
1268	2215
236	1953
1017	2282
2062	2394
2083	773
2406	1198
1601	395
1464	108
1642	2171
1655	1059
1094	1179
638	973
2011	1305
667	1755
1491	1200
1480	1364
976	2014
843	1383
2399	302
2024	624
640	1974
1703	967
2133	2111
1649	135
1316	1132
1254	318
874	772
340	1612
1734	2345
348	1985
2355	1421
655	1115
1758	1803
1407	411
395	824
385	1144
216	1638
2420	2171
2325	1276
128	442
1108	1433
10	467
300	1424
641	1844
2295	1220
1589	2061
1041	1586
205	1844
434	2125
133	629
348	986
901	1547
665	2177
1371	2366
651	966
2365	392
2060	185
771	2355
394	2418
2012	1770
230	1123
947	2410
102	288
1590	995
884	472
2062	2232
1262	2028
1599	2293
9	268
1467	1270
863	240
2203	921
215	577
1691	213
1394	1687
1865	215
1367	811
1954	2161
2237	1881
342	2374
669	117
1806	796
913	434
735	1540
505	911
229	1564
2017	135
1864	2100
802	1786
631	1457
1791	30
23	2169
343	1580
279	885
1988	2191
1934	2354
19	890
1133	1183
2411	1398
802	1845
2198	357
1392	2125
2388	57
926	297
1116	279
1799	1662
629	2155
2397	565
801	1682
2222	197
1259	776
441	1942
367	673
1566	2359
1363	2257
2341	198
387	2132
1180	1800
1289	786
1054	1771
1977	1674
1517	1370
484	762
2277	909
2108	2284
2193	1117
739	1755
2157	1782
2076	281
1480	12
1109	572
331	2317
1683	1059
1061	296
2139	691
768	2330
1424	809
1223	1108
485	1366
1316	2149
1074	1868
109	2205
1318	275
1765	2385
1416	491
864	1252
1743	914
1001	340
1809	1764
1304	1248
846	431
1437	1264
1827	970
1816	1067
2317	153
862	219
436	1146
2179	113
1986	332
586	1132
1113	968
881	666
587	1541
1950	365
175	1339
2018	1111
867	1591
1035	1939
1865	1341
500	2030
136	787
777	2126
2083	1344
496	963
138	2324
1884	2348
472	1957
1338	53
1304	656
1423	1034
1422	1104
2292	1699
620	393
1236	1328
1904	1632
1665	157
1979	1816
944	738
1563	1453
1113	949
1049	843
2407	2286
2364	1340
969	1725
410	1897
1031	727
1942	305
2276	399
134	1302
1191	136
2120	1656
2346	257
1123	1
1646	1849
1356	813
1457	174
2008	2128
2154	1036
2162	1570
1979	1101
1355	1431
1934	1173
961	528
463	1869
11	217
696	1709
2247	1681
201	52
686	257
263	2066
1190	1325
1191	1519
1028	1002
937	1382
308	1252
113	2377
1327	689
307	899
796	2254
648	457
333	11
2249	1248
1699	1751
2353	2073
1223	682
106	669
2021	1636
1750	646
840	2158
1534	1031
243	380
833	624
1358	1721
273	1975
102	1071
80	392
992	1953
1033	2262
1729	463
529	2143
500	1275
1764	171
529	471
1039	950
1379	680
1717	1017
396	2339
424	764
560	1707
1421	426
1914	636
1588	1877
108	1259
480	1612
1826	2091
1077	530
505	13
177	1145
2312	1787
628	718
1288	1015
2149	2368
94	919
241	2136
1578	1070
1494	2332
27	1722
729	196
14	1677
1408	1104
172	1773
565	437
186	2104
337	241
1987	1705
1000	2031
2330	5
1396	1480
2233	1295
2168	2215
775	1650
112	1890
475	58
1827	938
2136	953
1550	140
1770	834
308	2235
1673	2076
256	1638
1215	1581
566	1988
416	1192
1796	31
566	682
1222	1619
2252	1231
1314	737
1811	901
648	1626
1623	51
502	510
1908	1184
208	372
326	1103
198	1922
1315	90
728	774
2081	2016
1060	1631
1171	2303
401	548
2211	2357
769	1986
550	106
908	1425
1418	2403
1524	1261
1971	484
240	337
659	559
1633	304
278	1413
1145	572
1684	1551
2050	1544
1598	1714
2175	1031
1746	178
506	1446
420	2371
734	1624
2252	964
1243	1586
479	225
231	1109
951	531
167	1967
1781	1626
1844	1784
1440	108
101	511
1141	1849
2072	1821
2266	1898
2092	807
184	1594
1939	1734
2118	658
331	521
2376	1772
1045	1883
1269	2098
451	1686
1425	1863
304	1044
983	1080
1453	1568
1610	1684
1872	464
1432	408
1478	2004
1728	719
889	1837
165	2196
912	46
1326	1026
1000	867
847	33
985	860
1332	42
2007	401
99	1528
687	1469
375	1934
856	1072
1867	991
1829	1304
1989	1517
1673	1066
288	2019
287	1627
41	2195
1269	395
1271	22
579	418
2409	764
1239	1298
783	1712
1068	1919
553	23
1542	1442
2196	60
463	1772
700	481
916	442
298	1155
1073	280
2242	228
484	1580
562	1255
287	632
1347	2227
769	1776
647	880
731	221
1090	978
1747	1266
554	2261
431	1504
2037	185
758	1364
1895	167
2204	2395
461	993
398	1998
1861	1420
1563	206
1675	860
1484	1280
53	1873
995	1034
1486	669
97	2374
1426	1460
1272	755
1435	1185
2010	59
1525	2233
1848	1086
47	713
1483	416
509	1038
1753	272
1686	2414
1482	243
204	529
87	37
2080	1749
733	1387
1177	1063
402	1126
2084	155
1319	1282
2151	1662
803	216
316	829
2316	1682
1298	1670
260	438
1855	960
1981	1772
529	1098
2368	118
745	1226
515	1806
2375	185
468	1178
1052	473
1199	2415
2402	2035
851	215
760	671
2359	2107
1678	1109
578	1199
867	1385
2025	1677
60	2031
805	2291
2171	257
722	110
962	1639
1385	134
1754	1957
964	774
1656	1081
128	352
2041	1558
1866	2022
802	1319
327	1692
1293	846
595	267
837	942
1121	1506
486	1857
1728	1733
316	236
485	585
786	2200
1275	1063
509	119
1908	2166
83	1052
2332	881
1771	1398
1166	708
1908	1605
964	2085
621	211
984	2306
1620	979
2076	1969
887	560
991	15
204	1486
1754	155
2068	525
1326	315
1429	390
1087	476
1334	1611
1041	153
2305	804
814	2110
1012	1737
1921	1214
943	2348
1019	228
567	1687
2341	1032
409	714
652	2041
2328	1270
1282	2049
535	1773
2327	1705
2137	1849
1531	509
2159	493
1534	1251
612	79
1778	1427
1167	1479
218	927
2388	159
805	1901
748	594
2332	556
574	874
