73798	46079
18285	7446
27885	5048
46973	27384
26103	64619
43845	54443
29715	14632
12031	68847
72060	46998
218	69441
17494	49808
56358	3284
28242	47938
71618	63661
38167	51707
39973	15504
29808	69268
67737	2725
9344	75399
5351	10782
48328	23934
29671	544
70367	27363
6363	6699
17510	69761
6572	59921
31343	16820
60495	56698
25694	73860
16985	57512
63225	25970
39653	73100
38308	6742
38522	51506
73775	33573
26067	71324
17765	42239
30427	12421
23710	66412
13836	14763
3966	72503
5094	74988
66140	34106
26343	23985
18596	16844
28599	6769
21847	40533
65700	66759
9013	10350
40195	62451
58545	75609
36395	69171
35952	29750
20264	65609
18471	8136
7276	70069
58176	27751
61297	54522
42243	73588
3455	21974
47670	38607
21478	46080
72261	58570
36256	52169
39492	40874
15929	45112
68431	44233
45696	22899
35995	64562
68215	20510
75499	6380
7329	66977
41273	1987
16522	9768
63968	53050
43878	33828
21258	67552
12291	44960
11570	31231
34900	38246
20478	61850
1399	71047
60481	61254
49627	12687
3073	72573
67030	22447
64119	74960
12998	64145
65557	49182
38548	13257
21491	5289
68146	18389
70142	38614
20280	33235
8733	10222
68950	23069
59735	26961
17706	28450
22525	24508
70983	17703
24053	45968
47966	42342
54948	31568
47985	57539
47302	12165
14687	69823
68506	14669
55330	31758
5284	23249
62645	15759
20383	34768
20669	69475
4205	69983
29460	36776
16140	41493
58847	5477
72178	45732
26752	66836
36292	17042
54377	9911
14293	65123
46028	66224
8101	42053
19462	26779
40481	15774
51548	5206
10018	64481
41553	47016
14132	54283
13502	73072
36200	35522
24621	3160
13487	48111
310	61139
70243	1606
20055	47198
33941	15280
28951	31270
68391	65510
38228	33624
75752	28056
5384	38959
24128	31937
56929	67015
58172	55792
18394	24673
9700	11325
13601	6974
43765	14242
11993	21817
7704	12710
48758	21142
42555	70149
39445	1554
40955	66599
66068	47455
48082	26396
30577	23412
35692	65162
57329	62784
20942	71109
18955	1834
38824	11788
23202	42444
43557	18660
60248	74587
27929	50643
23818	43158
38835	24697
4135	62594
41150	30697
6176	20438
48957	508
28613	3489
53240	19396
60571	43614
9546	70119
31455	27594
3344	22582
29252	23869
4373	33705
392	55190
21445	26165
67311	39720
11189	23354
58544	34127
51003	2042
37027	33598
5259	10770
50894	74521
32838	43787
20544	12142
69979	7937
39913	27683
10328	34208
11202	20303
43753	12153
47359	40984
3897	18955
29623	40340
6089	27515
37020	14929
17285	19352
62303	6079
43626	2957
19019	52488
24014	12256
47718	1918
25516	60111
23946	38461
19057	9547
6325	42422
32468	60635
47250	42873
43028	70113
39631	55329
40434	64002
32087	32764
14595	57563
57659	62308
27976	42184
49584	1697
71985	33791
53942	29396
73557	17552
2845	57673
16183	16183
69518	34342
44959	43006
51444	56307
35913	65551
70715	15030
25837	69568
75785	13643
45248	58631
41261	55966
32329	16112
36104	51069
19854	11731
64111	13753
21249	62699
52735	57709
70369	6657
30026	43876
48880	39301
6804	65570
42429	36074
10868	38851
7498	12910
25511	68169
10521	63318
65819	5888
35643	41814
62666	50409
46017	40107
52568	38937
16798	18958
41708	37711
4057	15960
43504	57675
68286	62370
69922	38493
71526	58766
36994	68156
62132	12052
32771	65945
64999	61823
68611	6023
55226	6233
34632	58014
7221	66029
20342	59459
8581	23368
23714	64940
68270	9259
72099	53967
31202	53123
40084	48445
3242	33489
74563	46593
29752	39503
53734	30971
58077	24149
75559	67313
66575	27207
20764	50107
18295	23756
2997	65771
53252	28161
59793	46156
6311	75713
576	24429
10125	11361
55079	14300
55879	42591
60261	32589
14405	6246
28047	25081
21806	21269
24541	62481
37665	66457
40886	15253
37586	5242
28845	58553
37423	18777
33654	18030
51456	28919
2093	70381
46510	39882
5011	9784
11745	42803
66511	60090
24123	3470
75457	18813
2344	11667
29814	30166
57252	64221
33933	51351
6948	50065
22328	44865
37293	15702
23139	24023
55632	56102
58177	74796
75831	36524
67054	28584
28047	75518
13459	39812
5307	4519
36061	68155
50360	74922
41421	8410
67649	8682
55845	42670
45604	2299
20735	1926
6546	9661
60575	10678
38641	67063
50610	20694
52775	35202
60841	41223
72054	29095
17747	68563
69189	42408
31374	67227
62005	14814
29311	21923
6084	41882
38525	32366
28075	7446
26891	66413
21820	7647
27190	68773
71279	51083
27360	65423
2122	53862
3983	58842
38196	11033
61473	6662
32845	53726
55579	20361
51827	28989
69796	75386
5464	6914
43267	37931
63435	305
74474	41542
21791	73009
38946	22607
75746	66227
32848	44385
9308	18814
36977	56835
47110	30610
17475	19631
71335	47939
71686	36737
16750	49427
36522	42481
41282	46111
775	70079
4701	45874
24426	47661
70618	44071
22726	69933
7375	6946
21355	13525
58376	34985
46130	44586
62361	48839
39344	62695
13714	43903
31837	28837
19309	1500
58856	41291
8219	73411
34003	44889
23673	31656
72090	19835
41351	59711
15827	50856
46690	32942
39972	28741
7295	48970
31729	17066
10910	43479
59998	48554
72062	11677
75391	9127
32643	1525
31923	14686
12581	12607
66444	60806
64755	35370
33632	70744
11614	8178
9231	16455
73061	24776
44266	54139
20191	26649
28631	40841
10396	70786
9417	72372
10035	5845
59733	40144
65983	51820
62882	73667
58008	72834
68022	2935
71701	64687
47098	13546
63013	44462
45324	73437
73096	72818
5046	53983
20094	35257
41263	39446
64125	47449
42969	18323
64416	43497
72634	31463
50547	29639
65219	61010
24383	58734
10118	7290
39998	65520
5928	47630
67420	59796
33059	70202
42470	64382
15224	5079
28584	67921
68306	47953
66358	68539
58228	50319
11983	60121
45351	28143
25220	31759
17686	50294
75430	57761
45232	75835
8219	62581
70393	8919
44927	16632
20893	68617
38843	10869
31155	4792
3035	69206
55715	43604
74071	46712
5686	75339
66707	44211
15886	30938
75072	9696
18653	40495
49484	37035
37311	37604
757	60429
72481	67061
29872	65917
42463	63864
45332	29393
10591	30129
10344	53679
33856	40333
38547	3895
50027	46108
30910	40841
56940	52650
33170	31932
28191	28919
43381	9437
27053	62418
11054	52585
60766	41023
70555	58183
61744	47501
33701	35247
60183	65956
36873	19200
22883	44730
49762	35072
47097	43076
26148	6997
61742	34313
68026	37859
44585	75765
38988	13081
72392	25611
69252	35748
22751	66892
63417	67701
48000	45570
13324	20349
30455	22612
64394	33331
27117	48183
58096	41072
19045	41888
49888	55360
10393	34131
15061	4284
36401	62481
22804	71843
15504	22144
9447	73293
28543	64088
65547	28534
57217	62094
52011	14164
69896	60321
38341	63026
7616	34618
58916	49738
72116	3068
11578	9521
70119	65132
52178	6497
54170	58246
73538	64583
56561	12182
18163	12245
63948	11614
69321	37379
24065	41168
13064	6037
64729	43872
51873	63453
56518	53173
3838	5742
55376	6687
72057	66476
59870	6177
65603	30362
15358	54248
71976	49920
22894	63035
72312	58314
53765	46906
24348	65191
73978	73941
51706	70114
56604	46010
75841	44407
6769	7328
31998	57360
23763	51631
75467	11037
57848	2060
59926	18539
35099	58260
51870	27930
65740	71934
43088	4955
45277	37980
44185	37323
2649	39411
69095	930
3104	506
52318	67689
3993	55828
72176	15127
75108	35337
23699	24833
51585	13017
12952	2842
48954	29988
38103	74583
27248	26066
70931	47193
43107	22312
6286	68915
55631	8962
5518	38212
8105	24448
5754	37496
4716	62835
15881	42364
65762	23544
68962	44038
43971	53499
69913	74777
40787	53987
41169	20552
61660	51231
1008	52684
12877	39823
5122	6988
62376	62865
4977	47825
14783	68407
49116	20073
9596	29828
26958	17838
22080	42536
26934	37342
54871	63191
1425	50080
45576	46816
42698	50383
3045	11484
71005	35708
7701	49266
28763	36972
61104	67130
75595	35252
31132	64467
38867	27394
46460	58904
46035	74349
13817	28344
63907	62330
61317	61008
70378	31727
13526	42347
3647	5233
55814	28982
6854	54496
9863	4854
68288	61182
47219	46681
26205	28007
13202	11099
73344	43562
64801	64291
63298	12657
68432	63330
57966	50777
63275	17913
53766	68317
47832	1254
9385	39732
39426	8832
63805	20074
30454	28004
48328	47028
32954	58263
62647	75457
31458	51530
6286	40256
39752	57278
37138	27913
22497	1308
63214	62998
68922	56631
30839	58357
6392	36666
56447	59008
34136	32174
62770	27412
17993	18979
39354	22282
35418	70886
19187	65245
57044	64167
33380	69049
50763	72636
19190	74088
72101	44028
50242	14674
75498	51762
18761	21327
49955	64919
39607	39341
62753	51433
41535	36937
66135	75569
70860	14136
68817	31899
67186	43075
45907	17931
2154	69094
14873	47944
55353	73439
69398	70286
5791	31989
74426	29357
61046	69996
21882	67621
51626	71549
23562	25036
34713	19061
24014	59469
72433	47328
43442	54536
4893	1687
38864	24482
8309	66473
26770	11678
49185	58055
65443	48975
73137	24361
31745	72876
36517	11313
1891	3002
60291	8553
49197	13517
41400	25370
74345	26198
22237	63835
29288	58916
54751	13786
40014	59916
28402	7572
37592	51365
19034	26033
13006	54823
8587	19367
53553	60576
60750	69081
26595	38948
37158	22826
14951	67427
20946	75614
24209	12883
11631	14870
17564	72912
16882	27204
37569	38285
55869	18011
48015	52183
33203	16536
16429	66012
9536	75175
11630	26251
49876	63924
29246	46514
61488	42744
15513	15335
44775	32834
64028	68198
12232	68010
19574	54014
24424	56848
65045	2189
4236	55842
46404	74229
66820	32872
58890	15027
64549	24967
1672	35780
30822	65440
19798	4426
47220	64814
68808	75020
47998	44110
59284	38306
22699	32922
69023	51823
14869	45186
22736	6702
16971	58342
72416	46380
15300	3047
41972	17642
8310	64191
32391	48514
17893	70248
922	64601
41185	14925
12835	55944
17042	33671
3408	59773
59690	42779
69932	5743
73506	69379
36414	46715
53446	4883
14573	35209
16219	26149
22337	11014
69860	41322
48901	19265
56910	30655
9364	23185
2209	32145
66423	35436
36312	5237
2088	10665
3158	32430
73393	5481
73783	54709
71754	7871
73530	42061
29400	41443
9939	23597
52182	2868
59832	16800
22218	33643
31676	34624
64556	30959
2391	11823
22497	73141
41752	38317
5182	34957
65374	14374
42841	54248
65900	57677
2848	23572
26035	38726
71931	50215
48673	46744
19632	43624
12969	21733
51951	6808
14357	34621
28875	58319
52459	38733
45044	67866
61276	60973
11294	70426
36514	31200
67228	12330
7345	2492
11894	20596
60326	7013
16345	35262
5367	23722
35700	23889
30904	64723
6001	51813
43118	13691
73869	27601
70623	50379
40424	53671
35304	30238
53061	59233
8297	463
45645	73188
68623	23972
5328	66362
27704	38868
52892	26547
14339	34167
19072	53281
27706	11707
19242	65460
38733	65907
2694	4356
75336	59411
37681	47276
16545	8540
21321	21823
4093	14586
58074	59209
8261	15586
57737	13846
28591	34418
37601	1198
53794	66829
71719	41499
50190	55251
23371	46375
69510	43531
11540	7610
52681	69596
55296	55014
9290	42231
43627	36999
45166	67832
28467	64705
50237	33064
4256	3872
45616	27556
10693	55210
7226	72748
70894	74039
75596	7786
51766	70692
5018	63319
47108	35096
9939	13435
47856	24700
6458	1280
35752	67752
18300	45465
71349	61878
37991	69491
48710	21725
55907	5697
42846	37910
28390	3727
69297	38206
22818	4819
27921	22693
65595	43638
60081	42600
21895	32805
32967	27501
72470	28470
17559	42128
72729	25855
12781	1290
73601	73192
13412	26321
10150	13577
56632	4636
4714	2926
28828	58281
17100	74384
15391	75546
72927	41504
57216	27135
66484	61725
72392	42591
28363	20778
66797	40070
36787	46059
29208	50986
71267	4252
19290	31736
48388	3199
47735	36875
27936	64485
17300	24627
46165	11928
30305	68559
9937	50802
32282	65470
65501	18036
47743	24064
18668	33634
12243	6338
19718	30768
11976	13672
4204	26390
16277	61598
61690	75560
8064	4318
73263	45501
7895	503
33828	46933
62153	42040
22050	35059
72273	28095
25463	13321
32769	44874
46121	28919
71433	53086
21423	12980
73293	16560
33592	33240
54436	63320
42837	49675
15878	33926
40451	37417
29541	9154
30055	74700
2795	25214
22074	39216
15492	31117
64714	2372
29457	1356
64830	12013
51326	1296
12607	6296
74705	30670
3581	54346
3135	48081
28835	46976
53281	33117
22750	47842
25497	35499
3735	37883
21718	30995
183	69585
19062	63060
12693	25316
25467	5862
19335	6502
18785	11150
3906	19453
47773	12295
19522	20133
47028	12505
65095	59971
55141	38928
64885	27258
73535	55486
59489	66771
17467	4531
65795	13198
25133	59812
25743	53439
24880	14165
29483	44557
17560	28317
2579	31109
18440	6602
3292	16574
60964	2508
72992	58304
69218	22311
19514	10193
13790	2077
59185	25658
7386	19939
39798	70315
49579	53943
19051	38326
51322	28846
68712	67559
30651	72946
52768	9274
42943	53947
24841	60933
51365	18264
7163	33357
41752	1181
10151	59698
19114	23052
4636	57351
31144	130
54577	12990
41432	49094
5469	69514
9250	11993
6478	3625
31025	66228
33451	69243
15411	26806
72810	27040
63751	32597
28294	73372
35606	36294
56496	45085
55300	47699
10789	72162
36259	55015
71925	12587
39134	71607
28492	59417
10277	45573
10100	19900
36374	18601
23175	48620
12221	42093
32894	26704
13635	53459
28843	26801
65670	75054
24653	8067
37124	22681
678	13122
14032	60486
52101	57718
62134	75327
8262	10779
92	18311
9963	47032
45540	17733
39161	12187
39617	55192
5061	27667
52232	72061
68668	18233
13228	15469
32025	31126
61479	26659
58195	2326
62207	53721
54960	5288
41734	12128
8729	30029
64204	46654
15693	37746
52444	17325
49002	41865
60589	33653
39908	47142
65728	44761
37334	48644
50087	48565
3864	56079
3730	22570
33120	59691
22003	67800
34062	12994
10240	72265
4015	49516
69810	37963
1570	2664
61977	45457
32847	65911
75812	28087
22798	46302
6087	50612
34491	31145
48448	16723
8729	26652
49067	70174
5095	19448
24092	43532
37018	63550
68640	62530
73841	52720
12710	69426
59212	57058
40401	63754
57738	15119
10532	52827
59326	2164
11142	61163
20043	73849
41389	54222
15189	25180
54855	73194
6182	26386
15146	17597
65960	14472
72035	3058
61956	56768
65096	1908
72816	75252
60873	69204
18960	67192
30948	62049
27711	35693
1304	33560
66444	39663
22278	34040
51151	59466
64452	2993
40708	9368
35027	2760
25518	46063
17354	2209
66356	47583
18791	27693
3462	34194
13031	2549
18736	45091
50553	29777
18302	23946
68040	75191
46552	3223
42897	21424
55217	43134
38286	24723
53097	51262
63863	37796
12948	26927
64389	66838
62998	30183
51470	70033
41059	26193
5641	45886
64698	37854
51279	28082
39105	72819
19256	63750
58690	17105
29149	8505
32571	16372
59317	61953
46256	40502
39713	28864
13811	2338
33053	11572
47515	70525
12346	13659
70505	46548
30840	11429
51384	56945
75801	35274
33834	2645
47342	18322
26286	21283
57886	66269
52147	10368
53657	5428
45157	12545
13143	13444
53101	14676
40798	55951
26798	32735
75464	50892
18006	68350
12187	51977
30495	31546
18944	34898
23249	65819
19439	3456
16782	23340
73911	29678
2791	36131
66091	62659
54219	35119
49497	48395
56113	41428
35375	39716
67447	18745
28892	75636
58593	71663
21790	67999
55008	26034
43392	56267
12810	67311
66321	30593
27950	58531
41203	62839
25518	185
14548	67832
53648	25784
18381	7433
69859	23097
65839	29869
22464	40886
17536	33023
45101	71811
12515	42055
27905	71153
71523	4167
43432	28188
36168	42405
12590	53430
19530	31685
24857	60933
35250	14352
67015	54462
22141	65241
63346	10072
22274	37035
75775	66042
69113	60230
4188	41661
8163	71886
54215	49279
9450	45145
36197	1164
48669	53509
13074	74365
71611	22717
72442	63403
10929	38582
22226	57645
64514	17657
29718	56872
35308	62795
19414	33230
61721	23124
68151	15439
59041	67485
11444	42256
10712	37892
51127	70044
41238	74818
52454	68130
